शब्दः,लिङ्गम्,अर्थः,प्रसिद्धिः,उपाधिभेदः,जातिभेदः १,जातिभेदः २,जातिभेदः ३,जातिभेदः ४,जातिभेदः ५,जातिभेदः ६,समानाः,संबन्धिनः,अपराजातिः।
षडानन,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
पार्वतीनन्दन,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
स्कन्द,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
सेनानी,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
अग्निभू,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
गुह,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
बाहुलेय,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
तारकजित्,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
विशाख,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
शिखिवाहन,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
षाण्मातुर,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
